Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,APLICACION,MODELO,GRUPO,LINEA,PESO,VOLUMEN
VAL 836533,"CEPILLO L/PARABRISA AQUA PREMIUM 18""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836534,"CEPILLO L/PARABRISA AQUA PREMIUM 19""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836427,"CEPILLO L/PARABRISA SURGE CONVENCIONAL 16""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836428,"CEPILLO L/PARABRISA SURGE CONVENCIONAL 17""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836429,"CEPILLO L/PARABRISA SURGE CONVENCIONAL 18""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836430,"CEPILLO L/PARABRISA SURGE CONVENCIONAL 19""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836451,"CEPILLO L/PARABRISA SURGE CONVENCIONAL 20""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836452,"CEPILLO L/PARABRISA SURGE CONVENCIONAL 21""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836453,"CEPILLO L/PARABRISA SURGE CONVENCIONAL 22""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836454,"CEPILLO L/PARABRISA SURGE CONVENCIONAL 24""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAL 836455,"CEPILLO L/PARABRISA SURGE CONVENCIONAL 26""",REPUESTOS,VALVOLINE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MAH L76152,CALCE LATERAL CIGUE�AL SC P93/94 STD,REPUESTOS,MAHLE,Sin Color,P93/94,MOTOR,PESADA,0,0
MAH H48034 STD,BUJE LEVA MB STD 352/366 - X UNIDAD,REPUESTOS,MAHLE,Sin Color,VARIOS,MOTOR,PESADA,0,0
MAH M76747,CASQUILLO BANCADA P93/P94 0.25,REPUESTOS,MAHLE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
"MAH B76219 0,25",CASQUILLO BIELA SC 0.25 SC 8CIL.S/RANURA,REPUESTOS,MAHLE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAH VA0710121,VALVULA DE ADMISION VOLVO TD122,REPUESTOS,MAHLE,Sin Color,OTROS,Sin Grupo,PESADA,0,0
MAH H76070 STD,BUJE LEVA SC STD SC140/1/2 8 CIL X UND.,REPUESTOS,MAHLE,SCANIA,VARIOS,MOTOR,PESADA,0,0
SUS CO511,ARBOL  LEVA 608 SUSING,REPUESTOS,SUSIN,MERCEDES BENZ,608,Sin Grupo,PESADA,0,0
BMC 1409890,RETEN TAPA PALIER SC124 BMC,REPUESTOS,BMC,SCANIA,VARIOS,OTROS,PESADA,0,0
DIE 1116848/9,JGO.CALCE DIF.SC113,REPUESTOS,DIESEL TECHNIC,SCANIA,113,DIFERENCIAL,PESADA,0,0
WAY 100.307,REPARO VALVULA RELE SC112,REPUESTOS,WAYSER,Sin Color,VARIOS,CYD,PESADA,0,0
WAY 051.034,SERVO ESCLAVO EMBRAGUE SC 124/114,REPUESTOS,WAYSER,Sin Color,VARIOS,EMBRAGUES,Sin linea,0,0
WAY 310.103,CILINDRO CAJA REDUCIDA TRAS.GR/GRS,REPUESTOS,WAYSER,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAY 0453,VALVULA RELE VOLVO/SC,REPUESTOS,WAYSER,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
WAY 052.065,BOMBA DE EMBRAGUE PICUDO M/N 4 OREJAS,REPUESTOS,WAYSER,MERCEDES BENZ,OM366,EMBRAGUES,PESADA,0,0
AME 332613,PERNO SINCRONZADOR CAJA RED.SC111/140/1/2,REPUESTOS,AMERICAN,SCANIA,VARIOS,ACCESORIOS,PESADA,0,0
ZF 1290.395.034,ENGRANAJE MARCHA ATRAS GRANDE ZF,REPUESTOS,ZF,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
ZF 0630.501.045,SEGURO CUERPO DESLIZANTE 2� GRANDE,REPUESTOS,ZF,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SIN 1043 D,FARO SE�ALERO DEL.SC112 (D) SINASUL,REPUESTOS,SINASUL,Sin Color,VARIOS,ELE,Sin linea,0,0
SUP 88.25.050,CATRACA TRAS.10D VL/N10/12 (I),REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,CARRETA,PESADA,0,0
SUP 88.25.051,CATRACA TRAS.10D NL10/2 (D),REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,CARRETA,PESADA,0,0
SUP 88.25.054,CATRACA TRAS. 10D SC112/3 K112/3,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,CARRETA,PESADA,0,0
SUP 88.25.056,CATRACA TRAS.10D SC SERIE 4 (I),REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,CARRETA,PESADA,0,0
SUP 88.25.760,CATRACA TRAS. 912/914 28D,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,CARRETA,PESADA,0,0
SUP 88.30.1000,CATRACA DEL/TRAS.10D VOLVO/SC110/1,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,CARRETA,PESADA,0,0
SUP 88.10.026S,EJE S 7/8 28 ESTRIAS (D),REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.10.026Z,EJE S 7/8 28 ESTRIAS (I),REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.30.007,"ZAPATA FRENO 7"" CARRETA TIPO MONTE NEGRO",REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.30.009,"ZAPATA FRENO 6""TRUCKY P/FIBRA 4514",REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.30.115,"ZAPATA FRENO 8"" BENDIX M/N P/4718",REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.30.035,ZAPATA FRENO TRAS.M/N 180mm,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.25.755,CATRACA AUTOMATICA DEL. SC 124 L/I,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.25.756,CATRACA AUTOMATICA DEL. SC 124 L/D,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.30.029,ZAPATA FRENO DEL/TRAS M/N 140mm,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.30.110,"ZAPATA FRENO 8"" BENDIX M/V C/RODILLO P/4644",REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.25.052,CATRACA DEL.10D L/I SC112/3 K112/3,REPUESTOS,SUPERBRAKE,SCANIA,112/3,FRENOS,PESADA,0,0
SUP 88.25.053,CATRACA DEL.10D L/D SC112/3 K112/3,REPUESTOS,SUPERBRAKE,SCANIA,112/3,FRENOS,PESADA,0,0
SUP 88.25.751,CATRACA AUTOMATICA TRAS. SC 124 L/I,REPUESTOS,SUPERBRAKE,SCANIA,124,FRENOS,PESADA,0,0
SUP 88.25.750,CATRACA AUTOMATICA TRAS. SC 124 L/D,REPUESTOS,SUPERBRAKE,SCANIA,124,FRENOS,PESADA,0,0
SUP 88.25.055,CATRACA TRAS.10D SC SERIE 4 (D),REPUESTOS,SUPERBRAKE,SCANIA,124,MYF,PESADA,0,0
EUR 74.53.0114,ENGRANAJE SOLAR 17D MOD.870/71 LK 140/1,REPUESTOS,EURORICAMBI,SCANIA,112,CAJA,PESADA,0,0
EUR 74.53.0619,ACOPLE ENGRANAJE SOLAR  SC124,REPUESTOS,EURORICAMBI,SCANIA,124,CAJA,PESADA,0,0
EAT 2689,RULEMAN DE EJE DE MANDO,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 25581,RULEMAN DE EJE PRINCIPAL COYO,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 3341033,CALCE LAMINA EJE CUADRUPLE 0.50,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 3344415,HORQUILLA DE CAJA 1RA Y 2DA,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 3344537,DADITO DESLIZANTE CUERPO 1RA 2DA,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 3344778,ANILLO SINCRONIZADOR 3RA,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 3341030,CALCE LAMINA EJE CUADRUPLE 0.20,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 3344752,DADITO DESLIZANTE  1RA Y 2DA,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 3344538,DADITO DESLIZANTE CUERPO 1RA Y 2DA,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 3344768,ANILLO SINCRONIZADOR 4TA,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 25821,RULEMAN EJE CUADRUPLE,REPUESTOS,EATON,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 372294,SOPORTE TANQUE DE AIRE SC 113,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ACCESORIOS,LIVIANA,0,0
ZF 0735.320.499,RODILLO ENGRANAJE 4� ZF CAJA 6TA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CAJA ZF,PESADA,0,0
IAS 61.87.0011,TUERCA PALIER,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CARDAN,PESADA,0,0
BAI 1035 LED R,FARO ESPEJO ARGENTINO 1035 ROJO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
BAI 1035 LED V,FARO ESPEJO ARGENTINO 1035 VERDE,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
BAI 1035 LED A,FARO ESPEJO ARGENTINO 1035 AMARILLO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
SIN-1118 VM,FARO CUADRADO GRANDE ROJO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FARO,PESADA,0,0
MB-4116,CINTA AISLADORA DE 20 3M 770,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FERRETERIA,Sin linea,0,0
BAL B495,FILTRO DE ACEITE,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FILT,AGRICOLA,0,0
NOMIS NFCT127,FILTRO DE COMBUSTIBLE CAMIONETA ISUZU DIMAX 2011,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FILT,Sin linea,0,0
SUP DS-730 X,FIBRA FR.SV230 SUPERBRIKE DS-730 X,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FRENOS,Sin linea,0,0
DOB 31580,315/80R22.5 18 LL-F02 TL -  LISA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,RUEDA,PESADA,0,0
TES 3511,TERMINAL PALANCA CAMBIO SC112 HEMBRA DER.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TES 3512,TERMINAL PALANCA CAMBIO SC112 HEMBRA IZQ.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SKF 33018,RULEMAN DIF.SC113,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WYL 00310 B,"RETEN CARRETA RANDON,GUERRA,RODOV. 127X65X66",REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 346879,CASQUILLO DE BIELA P94,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 1722690,DISPARADOR DE AGUA R-420 DIESELTECNIC,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUZ A49160-65D40-000,POLEA TENSOR NRO-1,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SUZ A43591-65D00-000,RULEMAN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC-22097,CA�O COMPRESOR SC 124,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
TOR 700X16,CAMARA AIRE 700 x 16 PICO LARGO TORTUGA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB 352056,SOPORTE BALANCIN P/ 366 352.055.0110,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB 352055,SOPORTE BALANCIN P/ 366  352.055.0510,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 172520,MANO AMIGA SC (D),REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AUG 1349840,GOMA PULMON CABINA SC124 DEL/TRAS C/ CABEZA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB 2687925,TENSOR P/ PALANCA DE CAMBIO ZF,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 1323432,TAPON CAJA CAMBIO SC 113/S4 CHICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB-334222,DEFLECTOR DE ACEITE,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,M/V/M/N,LUBRI,PESADA,0,0
MB 38452,CODO DEPURADOR DE AIRE BOCA DESIGUAL,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,M/V/M/N,OTROS,PESADA,0,0
RIG 3640701633,CA�ITO INYECTOR PARA MOTOR 364 NRO 2,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,709,MOTOR,PESADA,0,0
RIG 3640701733,CA�ITO INYECTOR PARA MOTOR 364 NRO 3,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,709,MOTOR,PESADA,0,0
RIG 3640701833,CA�ITO INYECTOR PARA MOTOR 364 NRO 4,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,709,MOTOR,PESADA,0,0
MB-2994,BRAZO DE DIRECCION CORTO 711/915 CURVO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,915,DIRECCION,PESADA,0,0
MB 312050,EJE BALANCIN P/ MOTOR 366,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,360,DIRECCION,PESADA,0,0
RIG 3640701533,CA�ITO INYECTOR PARA MOTOR 364 NRO 1,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,MOTOR,PESADA,0,0
MB-3505,CA�O FRENO DEL.CORTO METAL 709,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,MYF,PESADA,0,0
UNI 104/4,PORTA CARB�N ARRANQUE M/V,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,Sin Grupo,PESADA,0,0
MB-4698,CALCE EJE PRINCIPAL M/V 8.4mm,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM352,CYD,PESADA,0,0
MB-4699,CALCE EJE PRINCIPAL M/V 8.5mm,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM352,CYD,PESADA,0,0
MB 352051,MARTILLO P/ EJE BALANCIN MOTOR 366 IZQ.,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM352,SUSPENSION,LIVIANA,0,0
MB-3504,MU�EQUIN ACELERADOR 608 5MM,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MB-1548,TUERCA PUNTA EJE M/N P/ 1924 / 1620,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,CARDAN,PESADA,0,0
CN 0603-10,CONEXION P/SIN FIN HIDRAULICO M/N 12X16,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,CA�O,PESADA,0,0
MB-2751,CA�O EMBRAGUE M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,EMBRAGUES,PESADA,0,0
MB 352050,MARTILLO P/ EJE BALANCIN MOTOR 366 DER.,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,SUSPENSION,LIVIANA,0,0
SC-292088,VALVULA RETENCION SC124,REPUESTOS,COMPRA LOCAL,SCANIA,124,FRENOS,PESADA,0,0
SC 1496659,TAPA DEL CATALIZADOR S4,REPUESTOS,COMPRA LOCAL,SCANIA,124/P94,ACCESORIOS,PESADA,0,0
SC 300271,PISTON BOMBA DE ACEITE P93/P94,REPUESTOS,COMPRA LOCAL,SCANIA,P93/94,MOTOR,PESADA,0,0
SC 1355295,POLEA BOMBA P/ SC P94,REPUESTOS,COMPRA LOCAL,SCANIA,P93/94,DIRECCION,PESADA,0,0
SC 1207,GOMA GUARDABARRO CARRETA NOMA,REPUESTOS,COMPRA LOCAL,SCANIA,CARRETA,ACCESORIOS,PESADA,0,0
SC 1757062,TAPA MASA DEL R-420,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,ACCESORIOS,PESADA,0,0
TAC L0501T,PANEL DE RODOAR SC124 TACO-AR,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,OTROS,PESADA,0,0
SC 1785531,TAPA BATERIA C/ ESTRIBERA SC 124,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,TAPA,PESADA,0,0
GULF 89-73-19,BALDE DE ACEITE HIDRAULICO SAE 10W,REPUESTOS,GULF,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
KOM 341191,AMORTIGUADOR GAS TRAS TOY. TERCEL CORSA STARLET RAUM,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 334176,AMORTIGUADOR GAS DEL (D) TOY. COROLLA CE110 SPACIO SPRINTER,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 334177,AMORTIGUADOR GAS DEL (I) TOY. COROLLA CE110 SPACIO SPRINTER,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 334178,AMORTIGUADOR GAS TRAS (D) TOY. COROLLA CE110 SPACIO SPRINTER,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 334179,AMORTIGUADOR GAS TRAS (I) TOY. COROLLA CE110 SPACIO SPRINTER,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 333210,AMORTIGUADOR GAS DEL (I) TOY. TERCEL CORSA STARLET RAUM,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 333278,AMORTIGUADOR GAS DEL TOY. FUN CARGO YARIS VERSO,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 343295,AMORTIGUADOR GAS TRAS TOY. VITZ PLATZ SCP10/11/12,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 341322,AMORTIGUADOR GAS TRAS TOY. NEW COROLLA ZE121 00,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 333377,AMORTIGUADOR GAS DEL (D) TOY. NEW COROLLA ZE121 00,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 333378,AMORTIGUADOR GAS DEL (I) TOY. NEW COROLLA ZE121 00,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 333258,AMORTIGUADOR GAS DEL TOY. VITZ PLATZ SCP10/11/12,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
KOM 343317,AMORTIGUADOR GAS TRAS TOY. FUN CARGO YARIS VERSO,REPUESTOS,KOMBAT,Sin Color,VARIOS,SUSPENSION,LIVIANA,0,0
RES 0912,RESORTE ZAPATA TRAS.912 FRENO AIRE,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
ARD 374330,RULEMAN EJE CUADRUPLE SC GR801/900 Y GRS900,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
EAT 3341206,SEGURO ENGRANAJE 2DA,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
ARC 5234 BRG,RETEN MASA INT.709/812/912,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB 312995,SEGURO BALANCIN P/ 366 312.993.0025,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB 352057,SOPORTE BALANCIN P/ 366 352.055.0610,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB 312994,RESORTE BALANCIN P/ 366  312.993.0005,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB 312993,RESORTE BALANCIN P/ 366  312..993.0701,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
86247Z H11-55 W,FOCO H11-55W,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB-2579,BULON SUPERIOR BALANCIN 366,REPUESTOS,TECFIL,MERCEDES BENZ,1318,Sin Grupo,PESADA,0,0
BAL 01,BALIZA REFLECTIVA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ACCESORIOS,Sin linea,0,0
AC-1000,ACIDO X 1LITRO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VAR RCPT 0608.0,PASTILLA DE FRENO MB709,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB-2714,TUERCA BRIDA CARDAN 711,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB-4616,"ANILLO BIPARTIDO M/N 6,96mm",REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1620,CAJA,PESADA,0,0
SC-05025,BARRA DIR. CORTA VL N/NL 758 MM,REPUESTOS,COMPRA LOCAL,VOLVO,N10/12,Sin Grupo,PESADA,0,0
AVL VS8952,SCANNER PARA VEHICULOS,REPUESTOS,AVL DITEST,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
LIG 1100,LIGAS BORNER GRUESO PARA BATERIA,REPUESTOS,Sin Marca,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIN 46.35.1108L,CORONA VOLANTE OM 904LA,REPUESTOS,CINPAL,MERCEDES BENZ,915,MOTOR,PESADA,0,0
CIN 41.33.0180L,ARBOL LEVA ELECTRONICO SERIE4 124,REPUESTOS,CINPAL,SCANIA,124,MOTOR,PESADA,0,0
CIN 41.33.0181L,ARBOL LEVA R 114/124,REPUESTOS,CINPAL,SCANIA,124,MOTOR,PESADA,0,0
CIP 1546785,CALCE CAMISA 015 SERIE 4,REPUESTOS,CIPEC,Sin Color,VARIOS,MOTOR,PESADA,0,0
CIP 524014,VASITO FILTRO RACOR SC 112/F/K/R/113,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 389202,CHICOTE VALVULA PRESION DE ACITE,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 377338,CHAVETA VALVULA ADM/ESC SC124,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 488368,MANGUERA RADIADOR CON ANILLO SC112/13/124,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 814553,TUERCA CA�O PLASTICO  8mm HEXAGONAL,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 301901,CALCO DE CAMISA 0.10 MM,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 1342652,CA�O RETORNO SC 124,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 1345682,"TAPON MOTOR SERIE 4 25x8x1,6",REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 1345683,TAPON MOTOR SERIE 4 36X11,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 1546784,CALCE CAMISA 010 SERIE 4,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 1546788,CALCE CAMISA 030 SERIE 4,REPUESTOS,CIPEC,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
CIP 810454,CA�O SERVO EMBRAGUE SC112,REPUESTOS,CIPEC,SCANIA,112,EMBRAGUES,PESADA,0,0
CIP 1505366,JUNTA BALANCIN SUP. SC SERIE 5,REPUESTOS,CIPEC,SCANIA,SERIE 5,MOTOR,PESADA,0,0
FRI BB-7781-1X,"FIBRA FR. FRICCION X C.CONICA 8.5"" M/N",REPUESTOS,FRICCION,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
FRI BB-7781-2X,"FIBRA FR.FRICCION XX C.CONICA 8.5"" M/N",REPUESTOS,FRICCION,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
FRI BB-7781 STD,"FIBRA FR. FRICCION STD C.CONICA 8.5"" M/N",REPUESTOS,FRICCION,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
KNO SEB010331,TAPA INTERMEDIA COMP 2 CIL 88mm SC 124,REPUESTOS,KNORR,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SAB 82071,JUNTA TAPA MOTOR FORD CHT,REPUESTOS,SABO,GM,1.4,MOTOR,LIVIANA,0,0
ZF 0732.040.417,RESORTE P/ PERNO SELECTOR DE CAMBIO,REPUESTOS,SACHS,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SAC 3151.170.131,RULEMAN COJIN.709/712/809/912 3326,REPUESTOS,SACHS,MERCEDES BENZ,709,EMBRAGUES,PESADA,0,0
SAC 3182.998.501,RULEMAN COJIN. HID.OM904 E 712C/914C/ACCELO915C 1214C 3361,REPUESTOS,SACHS,MERCEDES BENZ,712 C,EMBRAGUES,PESADA,0,0
SAC 3151.000.497,RULEMAN COJIN.OM-447 DISCO SIMPLE 3345,REPUESTOS,SACHS,MERCEDES BENZ,OM447,EMBRAGUES,PESADA,0,0
SAC 3151.000.396,RULEMAN COJIN. ESTIRA OM904/6E/366 L1720/ 3309,REPUESTOS,SACHS,MERCEDES BENZ,OM 904,EMBRAGUES,PESADA,0,0
